customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2313-HOOKV,Female,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.88,575.53,No
9949-XARLL,Female,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.63,268.69,No
6432-KHGWU,Male,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.42,4522.51,Yes
8637-JCTJR,Male,0,No,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),52.31,2407.12,No
8373-RXHJV,Female,1,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,59.38,44.03,No
4308-UHDDE,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.81,69.4,Yes
1992-QBHGO,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),84.68,505.61,Yes
6560-EBGHG,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.45,954.79,No
3523-NURFD,Female,1,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.23,466.5,No
6609-RLPYG,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.51,2268.94,Yes
2220-CLOJZ,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.81,956.85,Yes
7035-SPKHC,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.38,2747.17,Yes
2724-GNBJS,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.03,191.64,Yes
3105-IPSRI,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.02,364.73,Yes
5911-MJYTN,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,82.12,1388.79,Yes
4110-WOPHJ,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,101.0,308.7,Yes
2214-DSSUO,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.65,410.27,No
6024-PJSVC,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.67,181.47,Yes
6988-IRKPB,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.67,5341.17,Yes
4845-KHLBI,Female,0,No,Yes,55,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),51.81,2838.87,No
8937-AJBLW,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.75,85.27,Yes
1711-EVAOF,Female,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.51,517.69,Yes
2259-HMSAK,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.27,581.83,Yes
7643-AHEQH,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,104.56,5118.42,No
8777-IXWCR,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.59,6502.47,No
2222-OUVTR,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,76.19,304.28,Yes
8490-WNXBN,Male,0,No,No,30,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.32,2257.54,Yes
6127-GKCQN,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.13,53.71,Yes
5133-HVEHB,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,96.81,2119.2,Yes
8246-LQAON,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.65,1199.48,Yes
3355-VPIAQ,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.09,1045.07,Yes
5060-MUZUE,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.57,920.94,No
4845-XSYMA,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,88.31,5750.91,Yes
7382-NHJIQ,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.1,49.93,No
9424-CKLJY,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,69.12,85.11,Yes
9880-QYKVD,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.49,1971.26,No
4622-UZNGX,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.22,348.88,Yes
4431-AXVDL,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.23,3509.57,Yes
3892-TFKWD,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.48,200.59,Yes
4718-VKXAZ,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),58.03,1176.71,No
6212-GLGWG,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,70.76,3409.33,No
5335-ZHIIB,Male,1,No,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.16,815.02,Yes
6494-DYXLQ,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.25,5356.48,No
7273-MROHO,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.38,290.58,No
2568-TJLEI,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.32,259.05,Yes
8903-PNYMW,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.41,415.96,No
2054-EPZKV,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,88.89,104.12,Yes
1667-KYSCO,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.16,109.2,Yes
5070-GFCMG,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.29,4294.31,No
4620-WRVHQ,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),77.21,1082.71,Yes
2075-ANQJL,Male,1,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.25,1935.95,Yes
9047-NPHWJ,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.15,1444.81,Yes
8548-QRTPQ,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.54,106.99,Yes
2231-SXXHF,Male,1,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,55.53,645.47,Yes
3908-IDZLL,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,96.92,2705.22,Yes
5598-QOIGJ,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.56,158.34,Yes
3735-LYGRO,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.48,1130.06,No
1223-FZLKT,Female,1,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.89,2224.26,Yes
1225-FXVYE,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.18,153.23,Yes
9401-PHYZT,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.85,1493.45,Yes
7558-KJXYL,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.34,4210.04,Yes
9795-FTEWI,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,90.93,260.69,Yes
4385-PVNVH,Female,0,No,Yes,23,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),58.64,1350.64,No
3835-SNGER,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.99,3715.26,Yes
9353-KVHAV,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.14,2151.03,No
2963-BRGZQ,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.93,335.79,Yes
4061-WNXGV,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,88.95,5239.64,Yes
9101-TBQLL,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.49,5440.83,Yes
5607-RMLQD,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,65.06,3310.31,No
2726-WJKFF,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.33,2474.45,Yes
5584-OBDEQ,Female,0,No,Yes,51,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.76,3410.7,Yes
5647-SCRUS,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.17,609.55,Yes
4391-SOFPH,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,94.51,1691.73,Yes
3739-PKGQQ,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.74,1977.98,No
1877-WAQDU,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.27,4250.99,No
1292-TXWYG,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),62.81,3438.49,No
3686-JQGAG,Female,0,No,No,29,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,80.46,2345.66,Yes
1889-XKILC,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.4,151.42,Yes
5542-DDYMW,Male,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),93.88,5555.09,No
5690-JEGXP,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.82,610.31,Yes
8520-LBGKM,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.7,3141.96,Yes
8710-BGOYK,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.79,92.86,No
1028-BPGME,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),87.17,2709.1,No
6755-SGFHM,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.97,767.26,Yes
7372-BIKXF,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.39,4952.9,Yes
1572-ZGYGS,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.7,3806.25,Yes
1325-KKGBS,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.26,3970.19,Yes
2721-FQYEG,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.0,5256.87,No
4808-ASFRJ,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,77.44,3944.75,Yes
1091-KAAME,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.04,6557.17,Yes
9128-TCRIN,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.92,167.32,Yes
9990-QWNDE,Female,1,No,No,70,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,67.33,4712.11,No
8065-UQVYB,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.05,1521.16,No
6622-VEDDF,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.75,3270.34,Yes
6780-MVEWY,Female,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.34,1695.24,No
1665-WGTAN,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,74.84,3363.33,No
2079-DQUNP,Male,1,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.63,983.72,Yes
8951-XTHXC,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,93.79,840.83,Yes
8233-OVJRV,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.98,50.09,Yes
7256-MAEZM,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,77.96,168.49,Yes
7554-YNXCO,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.45,1949.45,Yes
5798-NLLKQ,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,74.79,1663.96,Yes
3855-QUYWT,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.34,70.16,Yes
5543-KYYBJ,Male,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.95,1098.65,Yes
2353-KFDXL,Male,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,97.41,3792.03,Yes
3934-WZYME,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,73.08,2618.96,Yes
9325-AFRVI,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.64,84.97,Yes
4671-YOZHS,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.89,53.38,Yes
9444-FVCJA,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.73,1742.3,Yes
6435-NDZLF,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.28,1270.3,No
4241-RGGKD,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.42,3657.71,Yes
2587-AMRIZ,Male,0,Yes,No,50,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.95,3287.58,Yes
6783-IWIJB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,78.36,345.72,Yes
4301-OCKFC,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.98,334.77,Yes
2079-KOMTJ,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.71,5472.63,Yes
8982-YRRGO,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,93.36,3167.43,Yes
4985-RTIXB,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.65,813.63,No
6991-TBKZG,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,92.99,6129.54,No
3653-JEKAB,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.05,1707.33,No
5864-SBUTW,Female,1,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.44,1882.09,Yes
3196-XDLVT,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.3,3492.92,Yes
2309-AXNDE,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),70.59,199.63,No
9215-WMPXM,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.65,432.81,Yes
3711-VZBPF,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.69,519.25,No
1946-CKEQZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.07,2197.87,Yes
2308-KCTJJ,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,95.61,1358.78,Yes
5811-OJJZS,Male,0,No,No,64,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,80.62,5166.2,No
5480-XZJBQ,Female,0,Yes,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.77,3687.74,Yes
1669-XGGTI,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.55,145.59,No
1109-QAITU,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,95.47,4103.81,Yes
7499-HMDII,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.03,1745.98,No
3047-VRLJK,Male,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,54.81,2242.43,Yes
4238-IFSPO,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.09,81.4,No
3511-EPASE,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,90.71,6002.9,Yes
1486-SVEQZ,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,63.09,3845.94,No
3261-HABOT,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.83,3056.31,Yes
7843-RKYJX,Female,0,Yes,No,54,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,79.47,4287.11,No
2667-EDMYM,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),76.35,219.94,No
2425-XBPAZ,Female,0,Yes,No,23,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),46.87,1068.37,Yes
2490-ICYGJ,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),64.95,3108.81,No
1832-JUIOO,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.58,577.91,No
1440-EIZVI,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.92,393.09,Yes
6190-XWLYI,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,96.95,5223.95,Yes
4262-IQASF,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,80.88,555.88,Yes
8972-BIZND,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),84.74,319.59,Yes
6539-UOHZD,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.1,4663.3,Yes
8727-UDPVL,Male,1,No,No,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.4,1908.66,No
1818-HFJER,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),96.96,5528.39,No
6641-JGRAG,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,61.46,744.96,No
8232-ODTJW,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.14,83.08,Yes
7523-NPABG,Male,1,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,89.99,87.7,Yes
9974-QWPMK,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.2,1781.49,No
3956-NKJCQ,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.55,22.58,Yes
7458-REFQK,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.47,1828.03,No
4091-PIBEA,Male,1,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.5,201.22,Yes
4203-DVZYC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,79.51,1045.04,Yes
8382-LJBKJ,Female,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),64.19,3220.32,No
4349-FRBBJ,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,89.21,171.36,Yes
1583-PRMOU,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.01,801.28,No
8083-HJNER,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.14,254.05,Yes
6285-KUKTT,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.24,3926.06,Yes
1788-RYRJB,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.85,1527.56,Yes
6273-INSJW,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.03,614.82,No
8612-FNDZO,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.15,1884.28,No
5240-SSQFK,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.99,2884.04,Yes
5047-YHKGZ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.54,132.52,No
5663-VYSZJ,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.14,214.97,Yes
1680-DWOMY,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.08,557.04,No
9001-BPIMC,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,63.8,4528.66,No
9872-MUVBH,Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.75,91.84,Yes
5922-IPBFV,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.55,87.8,Yes
